id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_profile_id,host_profile_url,host_name,host_since,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
628163387057233327,https://www.airbnb.com/rooms/628163387057233327,20260215064701,2026-02-15,city scrape,★SPACIOUS 1BR Apt w/ Character 10ft Ceilings W/D!★,"BEAUTIFULLY renovated and stylish apartment with CHARACTER in a brownstone building. This spacious unit features high 10 ft ceilings , a 4K Smart TV with Netflix, stocked kitchen & bathroom, high speed internet ready for you to use! Tenant permit street parking available.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NjI4MTYzMzg3MDU3MjMzMzI3/original/9fa7af3f-6158-4b0d-a3b4-217cc0222959.jpeg,47625981,https://www.airbnb.com/users/show/47625981,1462707263288165799,https://www.airbnb.com/users/profile/1462707263288165799,Linda,,10,3,5,0,"Albany, NY","",,,,f,,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_x_medium,,17,,None,t,t,,SECOND WARD,,42.64528,-73.75861,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Clothing storage"", ""Heating"", ""Washer"", ""Rice maker"", ""Pets allowed"", ""Long term stays allowed"", ""Oven"", ""Backyard"", ""Patio or balcony"", ""Air conditioning"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Outdoor furniture"", ""First aid kit"", ""Conditioner"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Fire extinguisher"", ""Cleaning products"", ""Stove""]",,1,1125,1,2,1125,1125,1.3,1125.0,,t,16,46,76,302,2026-02-15,64,11,0,302,12,66,,2022-06-07,2025-10-12,4.75,4.86,4.77,4.92,4.86,4.55,4.61,,,16,16,0,0,1.42
628824127129967353,https://www.airbnb.com/rooms/628824127129967353,20260215064701,2026-02-15,city scrape,Clean lines and accessible Convenient Location!,"Located in the heart of Albany's Sheridan-Hollow district. This is a newly renovated two-bedroom apartment. Accessible to public transit, Albany Medical Center, UAlbany, Washington Park, and more. This experience is being offered unfurnished, just a blank canvas for you to decorate and furnish to your liking. Includes central heating & cooling, WiFi, Utilities (Hot water, gas, and electric), coded key-pad entry, washer & dryer hook-up, and upgraded appliances. No furniture or beds included!",,https://a0.muscache.com/pictures/miso/Hosting-628824127129967353/original/28126b69-dfaa-488c-b026-d59e6e4dbf46.jpeg,7164949,https://www.airbnb.com/users/show/7164949,1462725085982507597,https://www.airbnb.com/users/profile/1462725085982507597,Jordan,,12,7,3,6,,,,,,f,,https://a0.muscache.com/im/pictures/user/3f4df6f8-43bf-43e4-ab89-798a06507c41.jpg?aki_policy=profile_x_medium,,1,,None,t,t,,THIRD WARD,,42.66169974831227,-73.76466827605744,Private room in rental unit,Private room,1,1.0,1 private bath,2,2,"[""Smoke alarm"", ""Kitchen"", ""Long term stays allowed"", ""Free street parking"", ""Exterior security cameras on property"", ""Air conditioning"", ""Ethernet connection"", ""Noise decibel monitors on property"", ""Hotpoint oven"", ""Lockbox"", ""Wifi"", ""Hotpoint gas stove"", ""Central heating"", ""Carbon monoxide alarm"", ""Hotpoint refrigerator"", ""Pets allowed"", ""Self check-in""]",,3,7,3,3,7,7,3.0,7.0,,t,28,58,88,88,2026-02-15,0,0,0,88,0,0,,,,,,,,,,,,,1,0,1,0,
638900897313146306,https://www.airbnb.com/rooms/638900897313146306,20260215064701,2026-02-15,city scrape,🪴 Historic & Homey 1 Bdrm Apt @ Downtown Albany,"Freshly renovated 1 bedroom apartment, directly across the street from Greyhound station.<br /><br />Fully equipped kichen with all the utensils and instruments you can imagine. <br /><br />Massive living room, with work space, plenty of room to sit and TV.",,https://a0.muscache.com/pictures/ab921284-571d-4501-b31b-bc45fa58e50a.jpg,335923036,https://www.airbnb.com/users/show/335923036,1469650748931621016,https://www.airbnb.com/users/profile/1469650748931621016,Mohammed,,6,0,5,11,"New York, NY","",,,,f,,https://a0.muscache.com/im/pictures/user/d4899a9b-bbed-4e35-b29f-29bc94110173.jpg?aki_policy=profile_x_medium,,3,,None,t,t,,SECOND WARD,,42.645351,-73.753647,Entire rental unit,Entire home/apt,4,1.0,1 bath,1,1,"[""TRESemm\u00e9 shampoo"", ""Smoke alarm"", ""Kitchen"", ""Indoor fireplace: electric"", ""Kenmore refrigerator"", ""Clothing storage: closet and dresser"", ""Shower gel"", ""Hot water"", ""Wifi \u2013 36 Mbps"", ""Hair dryer"", ""Private entrance"", ""Coffee maker: french press"", ""Carbon monoxide alarm"", ""Bed linens"", ""Pack \u2019n play/Travel crib - available upon request"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Heating"", ""Paid street parking off premises"", ""Extra pillows and blankets"", ""Oven"", ""Exterior security cameras on property"", ""Air conditioning"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""HDTV with Amazon Prime Video, Hulu, Netflix, Roku"", ""First aid kit"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Blender"", ""Self check-in"", ""Babysitter recommendations"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Cleaning products"", ""TRESemm\u00e9 conditioner"", ""Keypad"", ""Bidet"", ""Stove"", ""Dial body soap"", ""Private backyard""]",,1,365,1,1,365,365,1.0,365.0,,t,30,60,90,365,2026-02-15,10,0,0,320,0,0,,2022-06-06,2023-08-26,3.7,3.8,4.3,3.2,3.5,3.6,4.1,,,1,1,0,0,0.22
649973892551492641,https://www.airbnb.com/rooms/649973892551492641,20260215064701,2026-02-15,city scrape,Modern luxury studio with free off street parking,This stylish place to stay is perfect for group trips.,,https://a0.muscache.com/pictures/6bf876ae-498d-43a1-a30c-a9ed6b6a465c.jpg,353498132,https://www.airbnb.com/users/show/353498132,1463513883551164046,https://www.airbnb.com/users/profile/1463513883551164046,Michael,,5,7,5,6,"Albany, NY",,,,,f,,https://a0.muscache.com/im/pictures/user/User/original/017dbb9b-4a4f-4bb8-ac8e-8df944760bf3.jpeg?aki_policy=profile_x_medium,,6,,None,t,t,,SECOND WARD,,42.64625,-73.75663,Entire rental unit,Entire home/apt,2,1.0,1 bath,0,1,"[""Smoke alarm"", ""Kitchen"", ""Hot water"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Host greets you"", ""Dedicated workspace"", ""Heating"", ""Washer"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Air conditioning"", ""Essentials"", ""Free parking on premises"", ""Fast wifi \u2013 453 Mbps"", ""Hangers""]",,14,365,14,14,365,365,14.0,365.0,,t,1,31,40,58,2026-02-15,8,0,0,40,0,0,,2022-08-21,2024-11-26,4.75,4.88,4.88,5.0,5.0,4.5,4.63,,,6,6,0,0,0.19
658638185191740358,https://www.airbnb.com/rooms/658638185191740358,20260215064701,2026-02-15,city scrape,CHEERFULL 3 BEDROOM HOME WITH FREE PARKING.,"Forget your worries in this spacious and serene space. Located close to all major highways, hospitals, shopping and historic downtown Albany.<br />Boast 2 decks and large front porch for relaxation or entertaining. Has large park and large yard space on quiet dead-end street. Family friendly with great neighbors.<br />Close to bus line. Very spacious with all new appliances and all amenities new as well.<br />You will have a great stay in this upgraded beautiful home.",,https://a0.muscache.com/pictures/miso/Hosting-658638185191740358/original/6f66604d-d9ba-4229-b830-c71abeadd3a9.jpeg,466389096,https://www.airbnb.com/users/show/466389096,1470102386072068557,https://www.airbnb.com/users/profile/1470102386072068557,Patrice,,3,7,3,7,"Albany, NY","I am very easy going, pleasant and enjoy hosting guest from all over the world.
Enjoy meeting people.",,,,f,,https://a0.muscache.com/im/pictures/user/User/original/bfcf3c06-a66f-49b1-947c-12c5508d5eb3.jpeg?aki_policy=profile_x_medium,,2,,None,t,t,,FIRST WARD,,42.6374547,-73.7716647,Entire home,Entire home/apt,4,1.0,1 bath,4,4,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Housekeeping - available at extra cost"", ""Private patio or balcony"", ""Portable air conditioning"", ""Frigidaire  refrigerator"", ""Wifi"", ""Frigidaire electric range  oven"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Outdoor dining area"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Ceiling fan"", ""Iron"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Washer"", ""Smart lock"", ""Extra pillows and blankets"", ""Amana stove"", ""Long term stays allowed"", ""Radiant heating"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Laundromat nearby"", ""Outdoor furniture"", ""First aid kit"", ""Free parking on premises"", ""Window AC unit"", ""Dishes and silverware"", ""Crib"", ""Hangers"", ""Blender"", ""Self check-in"", ""Coffee maker: drip coffee maker"", ""Free street parking"", ""Fire extinguisher"", ""Private backyard \u2013 Fully fenced"", ""Cleaning products"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Board games"", ""Mosquito net""]",,5,1125,5,5,1125,1125,5.0,1125.0,,t,3,3,26,301,2026-02-15,5,0,0,256,0,0,,2022-07-16,2023-09-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,2,2,0,0,0.11
662132809952482192,https://www.airbnb.com/rooms/662132809952482192,20260215064701,2026-02-15,previous scrape,Beautiful 4 bedroom house Large eat in kitchen,"Take it easy at this unique and tranquil getaway. Quiet dead-end street. Wonderful and friendly neighbors. House is beautiful inside and out. Has all the amenities that you will need for your stay.. Washer and dryer provided. Lots of off street parking and 1 on the premise parking spot. Close to all major highways, hospitals, shopping centers and attractions. Hardwood flooring throughout the entire house, comfortable and clean beds. Closet space, full kitchen, air conditioning, enclosed porch.",,https://a0.muscache.com/pictures/c283b153-fb0f-4b15-bb80-f18e49caa4f1.jpg,466389096,https://www.airbnb.com/users/show/466389096,1470102386072068557,https://www.airbnb.com/users/profile/1470102386072068557,Patrice,,3,7,3,7,"Albany, NY","I am very easy going, pleasant and enjoy hosting guest from all over the world.
Enjoy meeting people.",,,,f,,https://a0.muscache.com/im/pictures/user/User/original/bfcf3c06-a66f-49b1-947c-12c5508d5eb3.jpeg?aki_policy=profile_x_medium,,2,,None,t,t,,FIRST WARD,,42.6378819,-73.7715269,Entire home,Entire home/apt,4,,1.5 baths,4,,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Private patio or balcony"", ""Clothing storage: closet and dresser"", ""Portable air conditioning"", ""Wifi"", ""Frigidaire  refrigerator"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""GE oven"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Iron"", ""Baking sheet"", ""Room-darkening shades"", ""Hot water kettle"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Microwave"", ""Wine glasses"", ""Dining table"", ""Exercise equipment"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Radiant heating"", ""Portable fans"", ""Drying rack for clothing"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Books and reading material"", ""First aid kit"", ""Barbecue utensils"", ""Free parking on premises"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""40 inch TV with Amazon Prime Video, Netflix, Roku, Fire TV"", ""Blender"", ""Free washer \u2013 In building"", ""Self check-in"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Free street parking"", ""GE conditioner"", ""Lockbox"", ""Fire extinguisher"", ""Frigidaire  stove"", ""Cleaning products"", ""Board games""]",,7,1125,7,7,1125,1125,7.0,1125.0,,t,0,0,0,259,2026-02-15,2,0,0,214,0,0,,2022-07-15,2024-08-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,2,2,0,0,0.05
668608096674070882,https://www.airbnb.com/rooms/668608096674070882,20260215064701,2026-02-15,city scrape,The Rose Room @ The Historic Jesse Buel House,"This historic property is close to everything making it easy to plan your visit. The room is tastefully decorated with a spilt king purple hybrid 4 mattress, sitting area, and well lit desk. There’s a large closet and entertainment center as well. The bathroom is shared with one other room. A second shared bathroom is on the first floor of the home.",,https://a0.muscache.com/pictures/airflow/Hosting-668608096674070882/original/42ad7e37-a092-4e7b-8eec-b3d4d3061036.jpg,382970529,https://www.airbnb.com/users/show/382970529,1463574448322349045,https://www.airbnb.com/users/profile/1463574448322349045,Thomas,,5,1,5,1,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",,,,t,,https://a0.muscache.com/im/pictures/user/User-382970529/original/f67e3cf8-d05c-455b-8f4e-7b2a7c4ecad7.jpeg?aki_policy=profile_x_medium,,19,,None,t,t,,FOURTEENTH WARD,,42.66758,-73.7992,Private room in home,Private room,2,1.5,1.5 shared baths,1,1,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Body soap"", ""Fire pit"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""32 inch HDTV with Amazon Prime Video"", ""Bed linens"", ""Pack \u2019n play/Travel crib - available upon request"", ""Pool table"", ""Shared pool"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Outdoor shower"", ""Central air conditioning"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Microwave"", ""Hot water kettle"", ""Wine glasses"", ""Beach essentials"", ""Dining table"", ""Heating"", ""Hammock"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""BBQ grill"", ""Portable fans"", ""Noise decibel monitors on property"", ""Exterior security cameras on property"", ""Essentials"", ""Lock on bedroom door"", ""Coffee"", ""Shared patio or balcony"", ""Outdoor furniture"", ""Books and reading material"", ""Shared hot tub"", ""Barbecue utensils"", ""Free parking on premises"", ""Dishes and silverware"", ""Crib"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Free washer \u2013 In building"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Cleaning products"", ""Keypad"", ""Board games"", ""Indoor fireplace: gas"", ""Stove"", ""Shared backyard \u2013 Fully fenced""]",,1,1125,1,2,1125,1125,1.0,1125.0,,t,11,11,11,11,2026-02-15,161,35,3,11,32,210,,2022-07-15,2026-02-05,4.98,4.98,4.99,4.93,4.98,4.96,4.96,,,17,4,13,0,3.68
668608486588067880,https://www.airbnb.com/rooms/668608486588067880,20260215064701,2026-02-15,city scrape,The Silk and Sun Room @ Historic Jesse Buel House,"This tastefully decorated room has more than enough space for you to get cozy by the fire. A queen size bed, couch, sitting chair, and oversize beanbag all welcome you to this very comfortable space. The bathroom is shared with one other guest room. There is a half bath on the first floor shared with the entire house as well as an outdoor shower.",,https://a0.muscache.com/pictures/airflow/Hosting-668608486588067880/original/0d9ff885-8c89-414e-88e8-0a4c55f43684.jpg,382970529,https://www.airbnb.com/users/show/382970529,1463574448322349045,https://www.airbnb.com/users/profile/1463574448322349045,Thomas,,5,1,5,1,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",,,,t,,https://a0.muscache.com/im/pictures/user/User-382970529/original/f67e3cf8-d05c-455b-8f4e-7b2a7c4ecad7.jpeg?aki_policy=profile_x_medium,,19,,None,t,t,,FOURTEENTH WARD,,42.66764,-73.79908,Private room in home,Private room,2,1.5,1.5 shared baths,1,1,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wolf stove"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Hair dryer"", ""Body soap"", ""Fire pit"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Pool table"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Outdoor shower"", ""Room-darkening shades"", ""Central air conditioning"", ""Dedicated workspace"", ""Microwave"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Hammock"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""BBQ grill"", ""Radiant heating"", ""Noise decibel monitors on property"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Coffee"", ""Shared patio or balcony"", ""Outdoor furniture"", ""Books and reading material"", ""Pack \u2019n play/Travel crib"", ""Shared hot tub"", ""Barbecue utensils"", ""52 inch HDTV with Amazon Prime Video"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Crib"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Free parking on premises"", ""Self check-in"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Free street parking"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Keypad"", ""Board games"", ""Indoor fireplace: gas"", ""Shared pool - available seasonally"", ""Shared backyard \u2013 Fully fenced"", ""Private living room""]",,1,1125,1,2,1125,1125,1.2,1125.0,,t,14,14,14,14,2026-02-15,138,36,1,14,34,216,,2022-07-19,2026-01-23,4.94,4.93,4.96,4.94,4.97,4.97,4.93,,,17,4,13,0,3.17
689719338468663432,https://www.airbnb.com/rooms/689719338468663432,20260215064701,2026-02-15,city scrape,"Elegant, spacious studio apt in historic mansion","Welcome to the Plaza Suite, a newly renovated studio condo in an historic Center Square mansion.  Enter through a grand reception hall/art gallery and climb the oak staircase to the sunny and spacious second floor apartment. There's a nice view of State Street and the Empire State Plaza.  Features include: a new fully equipped kitchen, comfy lounge area, dining /work table, renovated vintage bathroom, walk-in closet and new queen bed. Feel free to enjoy a glass of wine in the art gallery.",,https://a0.muscache.com/pictures/hosting/Hosting-689719338468663432/original/c9799993-ec55-4a8c-b837-3e9cac9e09b5.jpeg,1717342,https://www.airbnb.com/users/show/1717342,1462519919373256389,https://www.airbnb.com/users/profile/1462519919373256389,David,,14,0,3,6,"Albany, NY","I'm an artist who paints pictures of historic buildings and landscapes.  I enjoy visiting historic places, touring museums, skiing, hiking and traveling in Europe, especially Italy. Wonderful Airbnb stays in Rome, Florence, Paris, Marseille, Lisbon and Faro inspired me to become a host. I live in Albany, New York and Truro, Massachusetts.",,,,t,,https://a0.muscache.com/im/pictures/user/f72bee4d-7a91-4468-b111-dfa69ebbf847.jpg?aki_policy=profile_x_medium,,3,,None,t,t,,SIXTH WARD,,42.654057650371506,-73.76071299629517,Entire condo,Entire home/apt,2,1.0,1 bath,1,1,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Hot water"", ""Body soap"", ""Coffee maker: french press"", ""TV"", ""City skyline view"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Microwave"", ""Wine glasses"", ""Dining table"", ""Extra pillows and blankets"", ""Oven"", ""Portable fans"", ""Toaster"", ""Essentials"", ""Coffee"", ""Central heating"", ""First aid kit"", ""Conditioner"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free washer \u2013 In building"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Fire extinguisher"", ""Cleaning products"", ""Clothing storage: walk-in closet"", ""Stove""]",,1,21,1,2,21,21,1.0,21.0,,t,18,42,69,326,2026-02-15,329,92,3,281,91,255,,2022-08-19,2026-02-11,4.89,4.9,4.91,4.95,4.95,4.88,4.83,,,2,2,0,0,7.73
692807914756117019,https://www.airbnb.com/rooms/692807914756117019,20260215064701,2026-02-15,city scrape,Relax in Style by Washington Park - Free Parking,"Enjoy the private and clean comfort of this centrally-located brownstone.  The building is over 100 years old and has been renovated to reflect a modern style.  We are near everything Albany has to offer.  Washington Park, an 81-acre estate that was designed in the late 1800s, is on the adjacent street.  The New York State Capitol, The MVP Stadium, Albany Medical Center, art museums, and restaurants are a brisk walk away, and it takes about a 5-minute drive to the SUNY Albany campus.",,https://a0.muscache.com/pictures/miso/Hosting-692807914756117019/original/d1328d06-6063-48c5-9df5-dc3884bdabe7.jpeg,67337944,https://www.airbnb.com/users/show/67337944,1466832051573526445,https://www.airbnb.com/users/profile/1466832051573526445,Rabia,,9,10,3,1,"Albany, NY","",,,,f,,https://a0.muscache.com/im/pictures/user/ce0f9b5a-de55-42e4-ba5b-1f95fc61692c.jpg?aki_policy=profile_x_medium,,1,,None,t,t,,ELEVENTH WARD,,42.6623,-73.777,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Private patio or balcony"", ""Wifi"", ""Free driveway parking on premises \u2013 1 space"", ""55 inch HDTV with Amazon Prime Video, premium cable"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Portable heater"", ""Coffee maker: Keurig coffee machine"", ""Dining table"", ""Stainless steel oven"", ""Smart lock"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""Outdoor furniture"", ""Books and reading material"", ""Clothing storage: closet"", ""Central heating"", ""First aid kit"", ""Stainless steel electric stove"", ""Conditioner"", ""Free washer \u2013 In unit"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Freezer"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Board games""]",,31,1125,31,31,1125,1125,31.0,1125.0,,t,0,0,0,45,2026-02-15,104,1,0,0,1,62,,2022-12-29,2025-02-23,4.81,4.87,4.89,4.83,4.89,4.43,4.74,,,1,1,0,0,2.72
699073700185633508,https://www.airbnb.com/rooms/699073700185633508,20260215064701,2026-02-15,city scrape,Historic 2BR Ensuite Near Capitol & Mansion,"Fully furnished historic 2BR/2BA residence in Albany’s Capitol District, ideal for 30-day+ professional stays. Located steps from the Governor’s Mansion and a short walk to the Capitol, MVP Arena, and downtown offices.<br /><br />1,400 sq ft  with high ceilings, restored woodwork, two ensuite bedrooms, full kitchen, workspace, and fast Wi-Fi. access to a deck and  garden with gazebo.<br /><br />Designed for professionals seeking a quiet, well-located furnished residence.<br /><br />Utilities included. Quiet building.",,https://a0.muscache.com/pictures/hosting/Hosting-699073700185633508/original/0ee47955-fcc1-4cfb-b671-33f0e81abf9a.jpeg,476189412,https://www.airbnb.com/users/show/476189412,1470146476912630337,https://www.airbnb.com/users/profile/1470146476912630337,Timothy,,3,5,3,5,"Albany, NY","hi, I’m Tim.  
Living in Albany after leaving  Ireland ( Up Tipp) years ago. My family have worked hard to provide for you a comfortable home from home,  in The Mansion Neighborhood of Historical Albany, NY.",,,,f,,https://a0.muscache.com/im/pictures/user/28ef23dc-0113-45a2-93e1-5d3c5d0b3d22.jpg?aki_policy=profile_x_medium,,3,,None,t,t,,SECOND WARD,,42.6468502,-73.7587258,Entire condo,Entire home/apt,2,2.0,2 baths,2,2,"[""Smoke alarm"", ""Kitchen"", ""Indoor fireplace: electric"", ""Dishwasher"", ""Private patio or balcony"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Outdoor dining area"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Park view"", ""Bathtub"", ""Children\u2019s dinnerware"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Baking sheet"", ""Clothing storage"", ""Dining table"", ""Extra pillows and blankets"", ""Pets allowed"", ""Long term stays allowed"", ""Oven"", ""AC - split type ductless system"", ""Radiant heating"", ""Fast wifi \u2013 188 Mbps"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""50 inch HDTV with Amazon Prime Video, Hulu, Disney+, Netflix, Roku, Chromecast, Apple TV, HBO Max"", ""Outdoor furniture"", ""Books and reading material"", ""Stainless steel electric stove"", ""First aid kit"", ""Conditioner"", ""Free washer \u2013 In unit"", ""Courtyard view"", ""Children\u2019s books and toys"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Free parking on premises"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""High chair""]",,1,365,1,30,365,365,29.9,365.0,,t,12,42,57,135,2026-02-15,9,4,0,90,4,24,,2022-10-07,2025-08-04,5.0,5.0,4.89,5.0,5.0,4.78,5.0,,,3,3,0,0,0.22
